county state,measure
"Prairie, AR",0.4909988385598142
"Pulaski, AR",-0.1772293711195674
"Randolph, AR",0.48346135757955794
"St. Francis, AR",-0.11251682368775236
"Saline, AR",0.433915547024952
"Scott, AR",0.6065527065527065
"Searcy, AR",0.6314377682403434
"Sebastian, AR",0.3769742590227838
"Sevier, AR",0.48377904427882507
"Sharp, AR",0.5428334942750724
"Stone, AR",0.5179779280882877
"Union, AR",0.27234521131762757
"Van Buren, AR",0.522278239542172
"Washington, AR",0.09907037539243352
"White, AR",0.5844079503288144
"Woodruff, AR",0.08907040062232595
"Yell, AR",0.48578971890045036
"Alameda, CA",-0.6402900349399174
"Alpine, CA",-0.19435215946843853
"Amador, CA",0.2526784707341829
"Butte, CA",0.03743041312628186
"Calaveras, CA",0.2406206777316736
"Colusa, CA",0.13419782870928829
"Contra Costa, CA",-0.43616882072183194
"Del Norte, CA",0.17252563297761037
"El Dorado, CA",0.137224733147418
"Fresno, CA",-0.06124986274391734
"Glenn, CA",0.2875395987328406
"Humboldt, CA",-0.25026162103770716
"Imperial, CA",-0.41510885612692605
"Inyo, CA",0.135171902052931
"Kern, CA",0.12653432338233064
"Kings, CA",0.13197700132684653
"Lake, CA",-0.03661822338340954
"Lassen, CA",0.508361839604713
"Los Angeles, CA",-0.4934388528926351
"Madera, CA",0.1467804787530154
"Marin, CA",-0.6242128768677346
"Mariposa, CA",0.23239833277007999
"Mendocino, CA",-0.2986098140192652
"Merced, CA",-0.1213747898684824
"Modoc, CA",0.4802006335797254
"Mono, CA",-0.12547384382107657
"Monterey, CA",-0.40622001679059727
"Napa, CA",-0.3550153164309457
"Nevada, CA",-0.048930554291435335
"Orange, CA",-0.08585486183540832
"Placer, CA",0.11829533086485924
"Plumas, CA",0.20266639107069037
"Riverside, CA",-0.053836151883639806
"Sacramento, CA",-0.24356640981173905
"San Benito, CA",-0.2134646962233169
"San Bernardino, CA",-0.10641408109996743
"San Diego, CA",-0.19726729944886712
"San Francisco, CA",-0.7575210945509029
"San Joaquin, CA",-0.14359001811157804
"San Luis Obispo, CA",-0.08105385566888133
"San Mateo, CA",-0.5723987225813019
"Santa Barbara, CA",-0.2872229701446947
"Santa Clara, CA",-0.5213206026923061
"Santa Cruz, CA",-0.5652106411221773
"Shasta, CA",0.3682185552071752
"Sierra, CA",0.2442622950819672
"Siskiyou, CA",0.20041967597111068
"Solano, CA",-0.3036487210513325
"Sonoma, CA",-0.4714619918444301
"Stanislaus, CA",-0.01831584817538601
"Sutter, CA",0.15213435551710766
"Tehama, CA",0.36326752551447217
"Trinity, CA",0.10517059444249033
"Tulare, CA",0.09537628856802037
"Tuolumne, CA",0.2126209408907517
"Ventura, CA",-0.17649818324491223
"Yolo, CA",-0.4143379217931539
"Yuba, CA",0.22871554048178103
"Adams, CO",-0.08507474246766324
"Alamosa, CO",-0.020608156794927224
"Arapahoe, CO",-0.14133827867716453
"Archuleta, CO",0.2403597220329745
"Baca, CO",0.6827682303762193
"Bent, CO",0.3103269330565646
"Boulder, CO",-0.4833476841959796
"Broomfield, CO",-0.14232269362413436
"Chaffee, CO",0.04471111111111111
"Cheyenne, CO",0.7196007259528131
"Clear Creek, CO",-0.026252983293556086
"Conejos, CO",0.03555445052212829
"Costilla, CO",-0.2905844155844156
"Crowley, CO",0.48461034708578915
"Custer, CO",0.41226353555120676
"Delta, CO",0.45074449076831447
"Denver, CO",-0.5480183937417885
"Dolores, CO",0.5593625498007968
"Douglas, CO",0.18088629806025633
"Eagle, CO",-0.20255322523094002
"Elbert, CO",0.5364250844911753
"El Paso, CO",0.2232770161176548
"Fremont, CO",0.4471396714149183
"Garfield, CO",0.07030600680015112
"Gilpin, CO",-0.01901565995525727
"Grand, CO",0.13227759664648348
"Gunnison, CO",-0.19538886527836805
"Hinsdale, CO",0.24108658743633277
"Huerfano, CO",0.06608511763150939
"Jackson, CO",0.5319396051103368
"Jefferson, CO",-0.0687146149682865
"Kiowa, CO",0.7450292397660818
"Kit Carson, CO",0.6566720691518099
"Lake, CO",-0.10815879962488277
"La Plata, CO",-0.09431781701444623
"Larimer, CO",-0.04940810286763955
"Las Animas, CO",0.156042985426174
"Lincoln, CO",0.6087848932676518
"Logan, CO",0.5586299115408352
"Mesa, CO",0.36122236101631616
"Mineral, CO",0.16411042944785276
"Moffat, CO",0.679080459770115
"Montezuma, CO",0.30175766060040443
"Montrose, CO",0.42084395355423393
"Morgan, CO",0.41755852842809366
"Otero, CO",0.23485565546616186
"Ouray, CO",-0.10453172205438066
"Park, CO",0.26053566285878854
"Phillips, CO",0.5810463121783876
"Pitkin, CO",-0.4545281763755583
"Prowers, CO",0.46750398724082937
"Pueblo, CO",0.004958929888360501
"Rio Blanco, CO",0.6826086956521739
"Rio Grande, CO",0.19588001445608963
"Routt, CO",-0.16945516945516945
"Saguache, CO",-0.09523809523809523
"San Juan, CO",-0.09881422924901186
"San Miguel, CO",-0.4486024486024486
"Sedgwick, CO",0.5483870967741935
"Summit, CO",-0.27556572276493135
"Teller, CO",0.42522846856826363
"Washington, CO",0.7328942553969996
"Weld, CO",0.22249460968189738
"Yuma, CO",0.6520559382174911
"Fairfield, CT",-0.1988917615720462
"Hartford, CT",-0.22668508395925913
"Litchfield, CT",0.13624515096159767
"Middlesex, CT",-0.07323072756815309
"New Haven, CT",-0.1228502978844662
"New London, CT",-0.06654361764134448
"Tolland, CT",-0.05569332506716264
"Windham, CT",0.07781909765263759
"Kent, DE",0.04879487385720797
"New Castle, DE",-0.2949567629987309
"Sussex, DE",0.21958720096596485
"District of Columbia, DC",-0.867763470706915
"Alachua, FL",-0.22544741815806052
"Baker, FL",0.6476175399715055
"Bay, FL",0.46192812139091854
"Bradford, FL",0.495040502562407
"Brevard, FL",0.1975174105327369
"Broward, FL",-0.3514257450258489
"Calhoun, FL",0.5614208189442526
"Charlotte, FL",0.27780314192624567
"Citrus, FL",0.39732747804266
"Clay, FL",0.44270916484321443
"Collier, FL",0.25960688334728815
"Columbia, FL",0.44473473368864735
"Desoto, FL",0.27703826955074873
"Dixie, FL",0.6320466537073035
"Duval, FL",0.013792625290331527
"Escambia, FL",0.20559589162387107
"Flagler, FL",0.2056240543971619
"Franklin, FL",0.39584372402327517
"Gadsden, FL",-0.3749830416497083
"Gilchrist, FL",0.6273159144893111
"Glades, FL",0.39627842866988283
"Gulf, FL",0.4948580830933772
"Hamilton, FL",0.28186813186813187
"Hardee, FL",0.40788606092575497
"Hendry, FL",0.14215024741340532
"Hernando, FL",0.2897245085078255
"Highlands, FL",0.32018561484918795
"Hillsborough, FL",-0.06864437974768263
"Holmes, FL",0.7787174066243834
"Indian River, FL",0.2446849729405442
"Jackson, FL",0.3735563899054227
"Jefferson, FL",0.050882930019620666
"Lafayette, FL",0.6754127358490566
"Lake, FL",0.23084323778906735
"Lee, FL",0.2041633478340788
"Leon, FL",-0.2514066731522625
"Levy, FL",0.44722866718226345
"Liberty, FL",0.5740291262135923
"Madison, FL",0.1557907113462669
"Manatee, FL",0.17166038958861857
"Marion, FL",0.26211791642816257
"Martin, FL",0.2683117306975009
"Miami-Dade, FL",-0.2960067496153862
"Monroe, FL",0.06904750694477141
"Nassau, FL",0.5020061364172764
"Okaloosa, FL",0.4770512121362352
"Okeechobee, FL",0.3952977367611514
"Orange, FL",-0.2465388311747746
"Osceola, FL",-0.2507524642312027
"Palm Beach, FL",-0.15441047692093995
"Pasco, FL",0.21547323328039014
"Pinellas, FL",0.01116971261344874
"Polk, FL",0.14067896762030713
"Putnam, FL",0.36368028504997435
"St. Johns, FL",0.33392179556675505
"St. Lucie, FL",0.024196468508381436
"Santa Rosa, FL",0.5342184739871217
"Sarasota, FL",0.11598555855812594
"Seminole, FL",0.01569169749573136
"Sumter, FL",0.3925128807147982
"Suwannee, FL",0.5522092650048144
"Taylor, FL",0.5143164693218515
"Union, FL",0.6241657885493502
"Volusia, FL",0.1300116150251659
"Wakulla, FL",0.4015373591296984
"Walton, FL",0.5612866783601391
"Washington, FL",0.5712621011115095
"Appling, GA",0.5790074158585282
"Atkinson, GA",0.4524904214559387
"Bacon, GA",0.6855721393034826
"Baker, GA",0.08680555555555555
"Baldwin, GA",-0.016939687267311987
"Banks, GA",0.7813620071684588
"Barrow, GA",0.49993117687543015
"Bartow, GA",0.5486472819216182
"Ben Hill, GA",0.2759433962264151
"Berrien, GA",0.6638846737481032
"Bibb, GA",-0.20359128378810148
"Bleckley, GA",0.5263369521511861
"Brantley, GA",0.7852721790192033
"Brooks, GA",0.18513257575757575
"Bryan, GA",0.4293811375469584
"Bulloch, GA",0.23052614947069047
"Burke, GA",-0.025665704202759064
"Butts, GA",0.43630439352533107
"Calhoun, GA",-0.17234567901234568
"Camden, GA",0.33754827786889585
"Candler, GA",0.43529099123040127
"Carroll, GA",0.3981097436594819
"Catoosa, GA",0.6018985685988714
"Charlton, GA",0.48481075697211157
"Chatham, GA",-0.1480444436517986
"Chattahoochee, GA",0.11294964028776978
"Chattooga, GA",0.5876151236063984
"Cherokee, GA",0.4946136751068786
"Clarke, GA",-0.3754446816079687
"Clay, GA",-0.10290652003142184
"Clayton, GA",-0.7061781841286251
"Clinch, GA",0.4240325865580448
"Cobb, GA",-0.021791372321420473
"Coffee, GA",0.39482572763205176
"Colquitt, GA",0.4723282442748092
"Columbia, GA",0.373754691626894
"Cook, GA",0.4000330196466898
"Coweta, GA",0.42027694550166006
"Crawford, GA",0.4277434312210201
"Crisp, GA",0.22790202342917998
"Dade, GA",0.6545978852931753
"Dawson, GA",0.7184020399490013
"Decatur, GA",0.1843282131051915
"DeKalb, GA",-0.6350994576768746
"Dodge, GA",0.4539877300613497
"Dooly, GA",0.02047162477325732
"Dougherty, GA",-0.38369466365476573
"Douglas, GA",-0.10717378502892376
"Early, GA",0.08025078369905957
"Echols, GA",0.7199661590524534
"Effingham, GA",0.5550771591781055
"Elbert, GA",0.3446851133091273
"Emanuel, GA",0.36895674300254455
"Evans, GA",0.3526155549404927
"Fannin, GA",0.652641381645784
"Fayette, GA",0.19312790373155156
"Floyd, GA",0.432125520110957
"Forsyth, GA",0.4722920760326203
"Franklin, GA",0.6834862385321101
"Fulton, GA",-0.41555804363095195
"Gilmer, GA",0.6664056995224301
"Glascock, GA",0.7892086330935252
"Glynn, GA",0.2841841053030966
"Gordon, GA",0.6334722295479719
"Grady, GA",0.3299685227396071
"Greene, GA",0.25881156800723
"Gwinnett, GA",-0.05836792748780956
"Habersham, GA",0.6591762605430032
"Hall, GA",0.5029139672390868
"Hancock, GA",-0.5189944134078213
"Haralson, GA",0.7140970326670776
"Harris, GA",0.47569991516179855
"Hart, GA",0.46466343777799746
"Heard, GA",0.62206961875444
"Henry, GA",-0.04387137273960675
"Houston, GA",0.21433445962815625
"Irwin, GA",0.49727520435967304
"Jackson, GA",0.6360058845163663
"Jasper, GA",0.46583953680727874
"Jeff Davis, GA",0.6285321821036107
"Jefferson, GA",-0.10878300803673938
"Jenkins, GA",0.2526178010471204
"Johnson, GA",0.3752034725990233
"Jones, GA",0.34610787985021113
"Lamar, GA",0.3836048344718865
"Lanier, GA",0.4103099965168931
"Laurens, GA",0.2897593445980543
"Lee, GA",0.5286007212048364
"Liberty, GA",-0.21198042495199157
"Lincoln, GA",0.3622623110677718
"Long, GA",0.3075054651445227
"Lowndes, GA",0.17381298770003967
"Lumpkin, GA",0.5954929577464789
"McDuffie, GA",0.18698748381527838
"McIntosh, GA",0.20057597831611046
"Macon, GA",-0.27175180779099606
"Madison, GA",0.5647607934655776
"Marion, GA",0.22194357366771159
"Meriwether, GA",0.15384615384615385
"Miller, GA",0.49842767295597484
"Mitchell, GA",0.09974619289340102
"Monroe, GA",0.4146764404508552
"Montgomery, GA",0.5097874720357942
"Morgan, GA",0.4111873350923483
"Murray, GA",0.6855835607641676
"Muscogee, GA",-0.18650770657086568
"Newton, GA",-0.02341600927546775
"Oconee, GA",0.38929971710754874
"Oglethorpe, GA",0.41863949655379085
"Paulding, GA",0.41049468331021727
"Peach, GA",0.029110863095238096
"Pickens, GA",0.688987035190198
"Pierce, GA",0.7384762686363014
"Pike, GA",0.6920343839541547
"Polk, GA",0.5731269785437918
"Pulaski, GA",0.36976421636615814
"Putnam, GA",0.3990303541315346
"Quitman, GA",0.10919540229885058
"Rabun, GA",0.605980980980981
"Randolph, GA",-0.11279751638496033
"Richmond, GA",-0.3224922200887241
"Rockdale, GA",-0.2581795135863107
"Schley, GA",0.5610267155578837
"Screven, GA",0.17585301837270342
"Seminole, GA",0.3221850613154961
"Spalding, GA",0.24467009025832556
"Stephens, GA",0.5959246051961283
"Stewart, GA",-0.20262390670553937
"Sumter, GA",-0.022234372152360123
"Talbot, GA",-0.24830560690080097
"Taliaferro, GA",-0.21850613154960982
"Tattnall, GA",0.49471244386498625
"Taylor, GA",0.22535211267605634
"Telfair, GA",0.2995258166491043
"Terrell, GA",-0.09381714012890904
"Thomas, GA",0.21731730666950325
"Tift, GA",0.3683100077361277
"Toombs, GA",0.4680455241847231
"Towns, GA",0.6169426374926079
"Treutlen, GA",0.35035146133925266
"Troup, GA",0.2312052391712305
"Turner, GA",0.2498528546203649
"Twiggs, GA",0.015767430401576743
"Union, GA",0.6539832545801211
"Upson, GA",0.34909456740442657
"Walker, GA",0.6150859909834697
"Walton, GA",0.5610349402919063
"Ware, GA",0.41636572554169404
"Warren, GA",-0.13838903170522707
"Washington, GA",-0.006027656305401253
"Wayne, GA",0.5869586094305196
"Webster, GA",0.14068100358422939
"Wheeler, GA",0.3686964795432921
"White, GA",0.684005751501311
"Whitfield, GA",0.4436036271120099
"Wilcox, GA",0.41801075268817206
"Wilkes, GA",0.1613909942041908
"Wilkinson, GA",0.10240261254956846
"Worth, GA",0.4981314044605184
"Hawaii, HI",-0.36625711070343936
"Honolulu, HI",-0.2987158403023199
"Kauai, HI",-0.33726979305107274
"Maui, HI",-0.38567715853306384
"Ada, ID",0.09237538904987505
"Adams, ID",0.5226752175904719
"Bannock, ID",0.20463251137179794
"Bear Lake, ID",0.6653005464480874
"Benewah, ID",0.5574671445639188
"Bingham, ID",0.48018045112781954
"Blaine, ID",-0.2868332711674748
"Boise, ID",0.497115888830624
"Bonner, ID",0.3592608508809626
"Bonneville, ID",0.40182266344044687
"Boundary, ID",0.5531667635095875
"Butte, ID",0.6130081300813008
"Camas, ID",0.5084745762711864
"Canyon, ID",0.41683039087724116
"Caribou, ID",0.6602965403624382
"Cassia, ID",0.6007581315725116
"Clark, ID",0.5618374558303887
"Clearwater, ID",0.5651144435674822
"Custer, ID",0.5592377796188898
"Elmore, ID",0.4696080732222483
"Franklin, ID",0.6393889798145117
"Fremont, ID",0.6017497812773404
"Gem, ID",0.5973095297963289
"Gooding, ID",0.5418994413407822
"Idaho, ID",0.6370703267338759
"Jefferson, ID",0.6501089324618736
"Jerome, ID",0.4910383646867131
"Kootenai, ID",0.42504901221535213
"Latah, ID",-0.045562097617344414
"Lemhi, ID",0.55615234375
"Lewis, ID",0.5861635220125786
"Lincoln, ID",0.47139588100686497
"Madison, ID",0.4933707292197858
"Minidoka, ID",0.5414059088924466
"Nez Perce, ID",0.3413173652694611
"Oneida, ID",0.6513539651837524
"Owyhee, ID",0.6270063694267516
"Payette, ID",0.5723805147058824
"Power, ID",0.35061638868745465
"Shoshone, ID",0.3736328125
"Teton, ID",0.001607717041800643
"Twin Falls, ID",0.45507799424248513
"Valley, ID",0.1856421761076837
"Washington, ID",0.5627384960718294
"Adams, IL",0.4730368376576633
"Alexander, IL",0.08222066057624737
"Bond, IL",0.3745019920318725
"Boone, IL",0.14329811747315335
"Brown, IL",0.5548549810844893
"Bureau, IL",0.1962464546496892
"Calhoun, IL",0.38195254764683
"Carroll, IL",0.26689053055742107
"Cass, IL",0.31128024980484
"Champaign, IL",-0.18301174313528615
"Christian, IL",0.4237660909502555
"Clark, IL",0.4723763874873865
"Clay, IL",0.6300787401574803
"Clinton, IL",0.4860784201159653
"Coles, IL",0.26044001280702556
"Cook, IL",-0.5367603764450817
"Crawford, IL",0.490948670944088
"Cumberland, IL",0.5703251302317226
"DeKalb, IL",-0.03153669724770642
"De Witt, IL",0.41985947235847804
"Douglas, IL",0.45893010160362346
"DuPage, IL",-0.14508278350347156
"Edgar, IL",0.4892671154578941
"Edwards, IL",0.7003286525246489
"Effingham, IL",0.5992390254983248
"Fayette, IL",0.5793427230046948
"Ford, IL",0.4793621013133208
"Franklin, IL",0.4483458927903372
"Fulton, IL",0.14933215167436856
"Gallatin, IL",0.4746952345770225
"Greene, IL",0.5264100268576545
"Grundy, IL",0.2319146189267117
"Hamilton, IL",0.5770523283725396
"Hancock, IL",0.47045280122793554
"Hardin, IL",0.5740223463687151
"Henderson, IL",0.28425241614553726
"Henry, IL",0.20752343464675568
"Iroquois, IL",0.5546540110226577
"Jackson, IL",-0.03213226632002275
"Jasper, IL",0.5940420560747663
"Jefferson, IL",0.4276722160127066
"Jersey, IL",0.46119552361022653
"Jo Daviess, IL",0.14637374272101641
"Johnson, IL",0.5759566431269503
"Kane, IL",-0.1050152021433517
"Kankakee, IL",0.13017651411055914
"Kendall, IL",0.0014406795517054277
"Knox, IL",0.02940250865440813
"Lake, IL",-0.20205587770163416
"LaSalle, IL",0.14365840419757553
"Lawrence, IL",0.5301936330817197
"Lee, IL",0.1991090451288011
"Livingston, IL",0.40506909424323795
"Logan, IL",0.39254898798483995
"McDonough, IL",0.11510846318362358
"McHenry, IL",0.07625396825396825
"McLean, IL",0.013039393749608568
"Macon, IL",0.17734082397003745
"Macoupin, IL",0.34136851520572453
"Madison, IL",0.15288948294271734
"Marion, IL",0.43867869274920934
"Marshall, IL",0.3335561497326203
"Mason, IL",0.31514030218933087
"Massac, IL",0.49199461319766574
"Menard, IL",0.37052954719877207
"Mercer, IL",0.20363636363636364
"Monroe, IL",0.3665392166993903
"Montgomery, IL",0.3949761134227154
"Morgan, IL",0.2959459459459459
"Moultrie, IL",0.4733407607830654
"Ogle, IL",0.2604885710742777
"Peoria, IL",-0.030916015948435092
"Perry, IL",0.4458540546026591
"Piatt, IL",0.33181616341030196
"Pike, IL",0.5764940239043824
"Pope, IL",0.6083099906629318
"Pulaski, IL",0.2606946983546618
"Putnam, IL",0.1992928318868531
"Randolph, IL",0.4638579681555587
"Richland, IL",0.5407339927121291
"Rock Island, IL",-0.08282026439978749
"St. Clair, IL",-0.057215126886714214
"Saline, IL",0.5010541110330288
"Sangamon, IL",0.09186463765464101
"Schuyler, IL",0.3785266457680251
"Scott, IL",0.5486963190184049
"Shelby, IL",0.5396003633060854
"Stark, IL",0.3744075829383886
"Stephenson, IL",0.1629553163250258
"Tazewell, IL",0.2798447204968944
"Union, IL",0.3968607239076959
"Vermilion, IL",0.2959764474975466
"Wabash, IL",0.5300146412884333
"Warren, IL",0.16498014602280006
"Washington, IL",0.5551366635249765
"Wayne, IL",0.7164992131703184
"White, IL",0.576414451261077
"Whiteside, IL",0.06176217653037292
"Will, IL",-0.06383098928561934
"Williamson, IL",0.4077922893381891
"Winnebago, IL",-0.0007518415895113875
"Woodford, IL",0.40852799033427306
"Adams, IN",0.5227654698242934
"Allen, IN",0.1940232572364531
"Bartholomew, IN",0.33237919359803014
"Benton, IN",0.46890343698854337
"Blackford, IN",0.43542054143418063
"Boone, IN",0.29439368512648395
"Brown, IN",0.31441157960981747
"Carroll, IN",0.5068841837325003
"Cass, IN",0.4181856569779717
"Clark, IN",0.2195045652726455
"Clay, IN",0.551763871653962
"Clinton, IN",0.4785522788203753
"Crawford, IN",0.3683866753755715
"Daviess, IN",0.6263930163447251
"Dearborn, IN",0.551548755575937
"Decatur, IN",0.5723914801833379
"DeKalb, IN",0.47994320198793045
"Delaware, IN",0.13540766349755115
"Dubois, IN",0.39911929543634905
"Elkhart, IN",0.32191071156483314
"Fayette, IN",0.4813221406086044
"Floyd, IN",0.20005344021376084
"Fountain, IN",0.5587293112653497
"Franklin, IN",0.6083719240897122
"Fulton, IN",0.48363983759254836
"Gibson, IN",0.4753293722552312
"Grant, IN",0.3949905183312263
"Greene, IN",0.5324251865806826
"Hamilton, IN",0.19539596514884347
"Hancock, IN",0.44691965396202427
"Harrison, IN",0.4397025541545425
"Hendricks, IN",0.34062123638481184
"Henry, IN",0.4351773753411064
"Howard, IN",0.33819178677089273
"Huntington, IN",0.5075733964969146
"Jackson, IN",0.5130598076594776
"Jasper, IN",0.4524592614740619
"Jay, IN",0.47683446030553467
"Jefferson, IN",0.3115770821027761
"Jennings, IN",0.525560538116592
"Johnson, IN",0.4231278195488722
"Knox, IN",0.4708043310131477
"Kosciusko, IN",0.549245729958858
"LaGrange, IN",0.5169349780472506
"Lake, IN",-0.20531298923983002
"LaPorte, IN",0.06391168727739309
"Lawrence, IN",0.5130012531328321
"Madison, IN",0.25563449516778275
"Marion, IN",-0.22777422096629982
"Marshall, IN",0.4142240902555027
"Martin, IN",0.5855687253067166
"Miami, IN",0.534712950600801
"Monroe, IN",-0.23307215930475245
"Montgomery, IN",0.5078516759039324
"Morgan, IN",0.5637468030690537
"Newton, IN",0.46125970664365834
"Noble, IN",0.49105979869745414
"Ohio, IN",0.4902430674426566
"Orange, IN",0.4583740234375
"Owen, IN",0.49164426785088233
"Parke, IN",0.5199027651169857
"Perry, IN",0.18547486033519553
"Pike, IN",0.5188221515810607
"Porter, IN",0.0667962171265708
