county_name,crime_rate_per_100000,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY,State
Lincoln ,324.7985827,1152,47133,47133,5,4,100.0,154,1290,3,12,29,110,378,889,23,0,47414,22,61,LA
Union ,324.57334310000005,2542,19359,19359,4,4,100.0,62,687,2,7,9,44,237,403,47,13,19102,47,173,TN
Tama ,324.3058716,882,17764,14889,3,2,100.0,57,117,0,2,0,55,45,63,9,17,17576,19,171,IA
Citrus ,323.82908139999995,334,141942,138814,11,4,100.0,451,2837,5,26,57,363,737,1971,129,16,139271,12,17,FL
Lake ,323.6655694,359,305126,305126,24,18,100.0,997,7312,8,65,130,794,2003,4934,375,25,308034,12,69,FL
Wood ,323.4414167,3080,87122,87122,9,7,96.6587,280,2604,1,28,35,216,619,1876,109,29,86569,54,107,WV
Lake ,323.3734316,2503,7843,7843,4,4,100.0,25,88,0,0,2,23,28,56,4,4,7731,47,95,TN
Wilson ,323.09647789999997,2550,117580,117580,5,5,100.0,394,2584,4,17,44,329,569,1855,160,5,121945,47,189,TN
Valley ,322.7149698,600,9703,9703,3,3,95.2386,31,204,0,9,0,22,47,151,6,1,9606,16,85,ID
Craighead ,322.205581,128,98688,98688,8,8,99.0372,327,3782,4,29,82,212,1387,2285,110,18,101488,5,31,AR
Pierce ,322.1037068,506,18961,18970,3,4,100.0,61,374,0,4,16,41,143,218,13,0,18938,13,229,GA
Stillwater ,321.95750160000006,1660,9195,9195,2,2,100.0,30,122,0,4,1,25,54,62,6,1,9318,30,95,MT
Salt Lake ,321.9350184,2823,1064971,1062765,15,14,100.0,3476,45997,27,487,773,2188,6584,35187,4226,128,1079721,49,35,UT
Sabine ,321.8485661,1164,24671,24437,5,4,80.46,78,549,0,3,6,69,73,472,4,0,24235,22,85,LA
Howell ,321.8379422,1543,40741,40741,4,4,100.0,130,1451,1,6,4,119,312,1074,65,4,40393,29,91,MO
Shelby ,321.80521089999996,2760,26158,26158,3,3,100.0,83,576,5,10,18,50,169,373,34,3,25792,48,419,TX
Logan ,321.65832739999996,950,2839,2797,2,2,75.7478,9,24,0,0,0,9,8,15,1,0,2798,20,109,KS
Putnam ,321.270962,3066,54841,55025,10,7,100.0,182,843,1,8,9,164,157,655,31,1,56650,54,79,WV
McDowell ,320.94270930000005,3050,21730,17783,15,4,100.0,67,367,0,6,5,56,91,171,105,3,20876,54,47,WV
Ripley ,320.69555299999996,1588,14170,14170,3,3,100.0,45,473,0,1,1,43,95,361,17,2,14032,29,181,MO
Dodge ,320.4373027,438,22455,20165,5,3,98.6276,68,945,0,5,4,59,211,714,20,0,21221,13,91,GA
Swain ,320.10243280000003,1998,14182,14182,4,2,100.0,45,325,1,4,1,39,120,195,10,0,14058,37,173,NC
McLean ,320.0742068,659,170635,164977,14,11,99.7878,559,3652,1,73,84,401,770,2793,89,25,174647,17,113,IL
Waynesboro city,319.804355,2984,21546,21546,2,2,100.0,68,750,0,11,9,48,88,623,39,1,21263,51,820,VA
Yavapai ,319.80216889999997,110,217069,214201,10,11,100.0,688,4350,12,44,47,584,943,3186,221,42,215133,4,25,AZ
San Augustine ,319.3066484,2753,9007,9007,2,2,100.0,28,128,0,1,3,24,36,79,13,1,8769,48,405,TX
Beaver ,319.1958381,2273,170058,170690,43,44,98.9255,543,3809,6,36,84,417,632,3048,129,14,170115,42,7,PA
Pasco ,319.03125539999996,376,472821,472821,14,8,100.0,1517,13197,12,107,304,1094,3597,8943,657,91,475502,12,101,FL
Licking ,318.9309577,2111,158376,160256,14,12,99.8085,537,4856,0,87,66,384,1087,3618,151,55,168375,39,89,OH
Lowndes ,318.8210705,485,113079,113079,7,6,99.944,360,3354,5,44,97,214,901,2342,111,13,112916,13,185,GA
Lee ,318.7394756,2694,16916,16916,3,3,100.0,53,329,0,5,3,45,91,226,12,0,16628,48,287,TX
Suffolk city,318.4490482,2982,85866,85866,5,2,100.0,273,2275,2,30,52,189,357,1823,95,20,85728,51,800,VA
Doniphan ,318.4307732,917,7986,7986,5,5,90.4531,25,115,0,2,0,23,46,56,13,2,7851,20,43,KS
Ford ,318.1029497,629,13983,13162,4,3,100.0,44,189,0,11,1,32,64,122,3,0,13832,17,53,IL
Geneva ,318.03045610000004,31,26882,26889,5,6,99.9957,85,590,0,7,5,73,162,394,34,9,26727,1,61,AL
Edgar ,317.3719376,625,18402,18402,3,3,98.7954,57,254,0,4,3,50,88,154,12,2,17960,17,45,IL
Franklin ,317.3221381,1233,72236,63392,24,14,98.8902,226,1247,1,19,26,180,484,734,28,7,71221,25,11,MA
Mesa ,317.1720184,286,149118,148399,6,5,100.0,468,4291,5,108,44,311,573,3456,262,35,147554,8,77,CO
Jackson ,316.9579707,2247,206276,206276,11,9,100.0,661,7837,4,76,82,499,1029,6491,317,71,208545,41,29,OR
Sarasota ,316.8309731,383,389891,387428,17,10,100.0,1237,11020,17,71,288,861,2741,7901,378,26,390429,12,115,FL
Hidalgo ,316.79076860000004,2658,809759,809759,24,23,100.0,2585,30517,30,202,474,1879,6465,22631,1421,171,815996,48,215,TX
Lee ,316.4665818,481,28880,25352,3,1,100.0,92,630,1,1,5,85,150,453,27,2,29071,13,177,GA
Crawford ,316.35301749999996,129,62179,62179,4,4,100.0,195,1586,1,24,8,162,456,1060,70,1,61640,5,33,AR
Jackson ,316.14588849999996,1280,159864,157709,10,9,98.7408,507,3162,7,67,71,362,723,2280,159,44,160369,26,75,MI
Franklin ,316.06964619999997,136,18116,18116,3,3,100.0,57,410,2,7,2,46,99,287,24,3,18034,5,47,AR
Troup ,315.69953510000005,534,69353,68487,6,4,100.0,218,2760,5,15,76,122,706,1935,119,7,69053,13,285,GA
Pawnee ,315.59317169999997,968,7047,7047,2,2,100.0,22,148,0,5,0,17,48,94,6,1,6971,20,145,KS
Marshall ,314.9275667,2433,4649,4649,1,1,100.0,15,40,0,6,0,9,11,24,5,0,4763,46,91,SD
Danville city,314.6339758,2955,43324,43324,2,2,100.0,135,1952,3,14,54,64,424,1483,45,15,42907,51,590,VA
Chariton ,314.63030939999993,1518,7701,7713,3,4,93.579,24,81,0,1,0,23,28,50,3,3,7628,29,41,MO
Faulkner ,314.4338518,135,116754,116784,7,8,100.0,376,4115,4,62,80,230,1064,2823,228,15,119580,5,45,AR
Little River ,314.2183818,153,13045,13045,2,2,100.0,40,231,0,8,1,31,61,165,5,3,12730,5,81,AR
Ozark ,313.80753139999996,1574,9613,9613,1,1,100.0,30,139,1,2,2,25,82,55,2,1,9560,29,153,MO
Harmon ,313.6981527,2183,2937,2937,2,2,100.0,9,93,1,0,2,6,34,56,3,0,2869,40,57,OK
Cherokee ,313.14306160000007,2353,55997,56068,8,7,100.0,175,1019,3,14,20,138,338,584,97,3,55885,45,21,SC
Rowan ,313.03543160000004,1991,129890,137842,11,9,97.8606,433,4298,3,26,129,276,1306,2784,208,20,138323,37,159,NC
Polk ,312.8341713,873,462916,439097,11,12,100.0,1413,15173,8,147,280,978,3410,10775,988,79,451677,19,153,IA
Mono ,312.6332244,213,14442,14442,4,3,100.0,44,258,0,4,9,31,86,170,2,1,14074,6,51,CA
Chowan ,312.3726742,1932,15000,15000,4,2,100.0,46,380,0,0,15,31,138,226,16,4,14726,37,41,NC
Lonoke ,312.3542465,155,69604,69604,7,7,90.1287,221,2130,0,28,18,174,864,1145,121,15,70753,5,85,AR
Quay ,311.7063034,1835,9040,9040,3,3,95.0562,27,279,0,2,4,21,125,144,10,0,8662,35,37,NM
St. Joseph ,311.65933989999996,1317,61180,61180,9,9,99.052,190,1161,0,61,7,122,256,853,52,7,60964,26,149,MI
Catawba ,311.349396,1929,156554,155324,11,8,100.0,482,5904,13,34,119,316,1555,4057,292,36,154810,37,35,NC
Adair ,310.8948364,2155,22751,22751,3,3,100.0,69,333,1,7,1,60,156,157,20,7,22194,40,1,OK
Grant ,310.78306230000004,139,18056,18056,2,2,100.0,56,378,1,3,3,49,137,219,22,4,18019,5,53,AR
Henry ,310.4625893,2495,32535,32619,5,6,100.0,100,1008,1,8,12,79,293,684,31,0,32210,47,79,TN
Garfield ,310.28368789999996,2998,2284,2284,1,1,100.0,7,53,0,1,0,6,16,35,2,1,2256,53,23,WA
Marion ,310.1430887,2513,28026,28456,8,9,100.0,88,542,0,1,4,83,116,380,46,1,28374,47,115,TN
Craven ,310.0804869,1936,105824,104796,8,5,100.0,324,4149,3,24,61,236,1888,2116,145,9,104489,37,49,NC
Gunnison ,309.5376282,273,15621,15621,4,4,100.0,48,308,0,5,2,41,35,260,13,0,15507,8,51,CO
Vanderburgh ,309.26471069999997,786,180870,118194,3,2,100.0,561,6098,8,56,199,298,1132,4544,422,76,181398,18,163,IN
Howard ,309.2555776,143,13939,13939,4,4,91.7856,42,421,0,6,2,35,120,297,4,0,13581,5,61,AR
Hardy ,308.908046,3042,13912,13642,7,4,100.0,43,95,0,3,0,40,32,54,9,2,13920,54,31,WV
Kankakee ,308.59793080000003,648,113355,103720,11,9,100.0,346,2947,8,49,82,207,658,2195,94,46,112120,17,91,IL
Indian River ,308.46373789999996,355,140789,140789,14,8,100.0,438,3783,1,17,64,356,851,2830,102,1,141994,12,61,FL
Somerset ,308.3012979,1222,26593,26593,5,5,100.0,81,494,3,9,9,60,147,338,9,4,26273,24,39,MD
Bates ,308.1570997,1504,16932,16932,4,4,100.0,51,491,0,0,1,50,115,336,40,3,16550,29,13,MO
Butte ,307.98325,191,222309,222309,13,10,100.0,684,5659,11,75,167,431,1919,3147,593,62,222090,6,7,CA
Mahnomen ,307.3029646,1370,5491,5491,1,1,100.0,17,114,0,3,0,14,36,74,4,0,5532,27,87,MN
Stephens ,307.21966210000005,2223,45475,45475,4,4,100.0,138,1529,3,19,19,97,441,1018,70,4,44919,40,137,OK
Wayne ,307.00698289999997,698,16659,15634,3,2,100.0,51,289,0,3,1,47,87,198,4,2,16612,17,191,IL
Stewart ,306.8402934,2536,13295,13295,3,3,100.0,41,168,1,1,3,36,61,94,13,4,13362,47,161,TN
Jefferson ,306.37254900000005,474,16853,13935,6,4,100.0,50,344,0,1,17,32,121,210,13,0,16320,13,163,GA
Kearny ,305.8883508,942,4007,4007,1,1,100.0,12,63,0,2,0,10,17,44,2,0,3923,20,93,KS
Panola ,305.82320899999996,2733,24144,24418,2,3,100.0,73,689,0,7,8,58,208,437,44,4,23870,48,365,TX
Pecos ,305.7909155,2736,15951,15951,2,2,100.0,48,331,1,4,2,41,74,255,2,1,15697,48,371,TX
Hartford ,305.5867265,313,874063,874063,29,28,100.0,2745,22493,34,129,1153,1429,4293,16180,2020,140,898272,9,3,CT
Woodbury ,305.4929991,893,102913,102907,3,3,100.0,312,3761,3,36,46,227,709,2830,222,20,102130,19,193,IA
Cowlitz ,305.3210289,2994,103568,103483,6,6,100.0,311,3851,4,79,66,162,872,2742,237,51,101860,53,15,WA
Lafayette ,305.1537071,358,9064,9064,11,4,100.0,27,67,1,1,1,24,28,38,1,1,8848,12,67,FL
Riverside ,304.8627551000001,220,2260388,2260388,41,34,100.0,6989,68176,76,322,2349,4242,19105,39880,9191,241,2292507,6,65,CA
Sheridan ,304.7038659,1751,5430,5430,3,3,100.0,16,89,0,2,1,13,17,68,4,4,5251,31,161,NE
Clearfield ,304.2846232,2286,81577,81577,13,12,100.0,247,1822,0,37,12,198,325,1454,43,19,81174,42,33,PA
Jackson ,303.8985847,2499,11465,11465,3,3,100.0,35,231,0,0,2,33,83,131,17,3,11517,47,87,TN
Washington ,303.89631299999996,1490,50515,50515,4,4,88.348,151,3078,11,24,54,62,1242,1693,142,85,49688,28,151,MS
Adams ,303.88797850000003,603,67190,66058,5,3,100.0,204,1568,0,28,16,160,287,1251,30,9,67130,17,1,IL
Iron ,303.548525,2816,47372,47372,6,6,100.0,142,1104,1,23,5,113,218,832,53,4,46780,49,21,UT
Stark ,303.3838352,2142,377144,370712,21,20,99.5311,1139,12041,13,126,583,417,3773,7549,719,98,375432,39,151,OH
St. Louis ,303.36194539999997,1593,999473,999473,74,73,99.6644,3038,26774,38,154,732,2114,5444,19368,1961,123,1001444,29,189,MO
Cass ,303.32003560000004,2584,30715,30709,6,6,100.0,92,715,2,11,8,71,298,376,41,1,30331,48,67,TX
Broome ,303.2389361,1852,199290,200105,13,10,100.0,599,6270,7,59,135,398,1252,4891,126,27,197534,36,7,NY
Jefferson ,303.1291368,2500,52087,52093,6,7,100.0,158,1425,3,12,26,117,399,957,68,5,52123,47,89,TN
Hertford ,302.8938644,1957,24675,23906,6,3,100.0,74,610,4,5,15,50,225,350,35,6,24431,37,91,NC
Tyler ,302.83265,2779,21990,21990,2,2,100.0,65,283,1,9,1,54,130,134,19,3,21464,48,457,TX
Tippecanoe ,302.48537519999996,783,175271,174650,7,6,99.9311,545,5033,1,63,87,394,1032,3725,275,16,180174,18,157,IN
Bay ,302.343867,1251,107032,107188,7,8,100.0,323,2115,1,69,41,212,453,1573,89,15,106832,26,17,MI
Kauai ,302.1061112,556,68563,68563,1,1,100.0,210,2593,0,29,22,159,689,1753,151,10,69512,15,7,HI
Richland ,302.05686339999994,1163,21062,18094,3,2,94.8104,63,458,0,2,3,58,75,369,14,1,20857,22,83,LA
Knox ,301.4708706,650,52933,50851,7,4,98.9119,157,1395,2,20,14,121,340,1032,22,4,52078,17,95,IL
Jack ,301.4402144,2669,9170,9170,2,2,100.0,27,152,0,6,0,21,39,99,14,1,8957,48,237,TX
Carroll ,300.8321837,415,117989,112345,9,9,100.0,338,3467,3,35,71,229,903,2402,162,8,112355,13,45,GA
Midland ,300.3934825,2715,140670,142409,3,4,100.0,455,3644,5,22,54,374,700,2728,216,9,151468,48,329,TX
Greene ,300.2267018,459,16202,16202,4,3,100.0,49,451,1,0,4,44,100,340,11,0,16321,13,133,GA
Carbon ,300.17152660000005,2809,21606,21606,6,6,96.7351,63,865,9,11,1,42,211,619,35,4,20988,49,7,UT
Walton ,299.6944749,540,88088,85483,5,4,100.0,257,2699,21,27,42,167,817,1719,163,4,85754,13,297,GA
Polk ,299.5805872,2525,16918,16918,3,3,100.0,50,366,4,1,2,43,115,210,41,0,16690,47,139,TN
Madison ,299.34399080000003,156,15836,13469,2,1,100.0,47,132,0,9,0,38,48,77,7,3,15701,5,87,AR
Sullivan ,299.1654858,2326,6489,6489,5,4,100.0,19,98,0,1,0,18,44,50,4,0,6351,42,113,PA
Banks ,298.66956289999996,399,18079,18446,2,4,100.0,55,566,0,2,1,52,109,428,29,0,18415,13,11,GA
Maverick ,298.5768433,2712,56235,56235,2,2,100.0,167,1547,3,4,4,156,512,993,42,1,55932,48,323,TX
Clark ,298.16328480000004,2078,137682,137381,8,7,98.6303,406,5675,5,45,182,174,1753,3708,213,93,136167,39,23,OH
Arapahoe ,297.9886998,249,637227,593040,13,12,100.0,1809,16014,22,265,552,970,2879,11787,1348,110,607070,8,5,CO
Scott ,297.9145978,981,4935,4935,2,2,100.0,15,81,0,3,0,12,16,60,5,0,5035,20,171,KS
Mitchell ,297.89902789999996,957,6327,5862,3,2,100.0,19,63,0,3,0,16,15,45,3,1,6378,20,123,KS
Jackson ,296.90281239999996,1444,140202,140202,5,5,100.0,417,4882,5,74,103,235,1406,3153,323,19,140450,28,59,MS
Lyon ,296.758927,1774,52549,52549,2,2,100.0,153,1124,1,19,12,121,322,729,73,10,51557,32,19,NV
Buena Vista ,296.5916274,807,20485,20485,2,2,96.0255,61,320,0,3,0,58,90,217,13,5,20567,19,21,IA
Wakulla ,296.563729,390,31401,31401,11,4,100.0,92,684,0,13,4,75,149,513,22,7,31022,12,129,FL
Ochiltree ,296.1317786,2729,10688,10688,2,2,100.0,32,157,0,0,0,32,35,110,12,4,10806,48,357,TX
Wayne ,296.0540851,793,68858,66989,5,4,77.12,201,2016,7,51,55,88,613,1259,143,41,67893,18,177,IN
Cass ,296.0160659,2021,155868,155868,4,4,100.0,482,3633,1,82,54,345,620,2813,200,23,162829,38,17,ND
Mineral ,295.9861392,3055,28193,27317,9,6,100.0,82,435,0,7,6,69,131,287,17,1,27704,54,57,WV
Boone ,295.85798819999997,804,26357,26357,3,3,100.0,78,362,1,12,2,63,122,234,6,3,26364,19,15,IA
Kootenai ,295.2899179,585,142089,142089,5,5,100.0,426,4543,1,58,23,343,1173,3096,274,37,144265,16,55,ID
Hernando ,295.22875930000004,351,175456,175456,11,5,100.0,515,4628,2,46,71,396,1249,3213,166,7,174441,12,53,FL
Marion ,295.1685568,663,42665,38082,6,5,93.1838,114,1288,0,12,15,87,292,944,52,8,38622,17,121,IL
Macon ,295.1411832,2511,22671,22671,3,3,100.0,67,231,0,2,0,65,56,149,26,1,22701,47,111,TN
Sumner ,294.869973,2538,177117,170518,11,11,100.0,498,3110,2,31,41,423,674,2327,108,31,168888,47,165,TN
Lawrence ,294.7569,40,34254,33623,7,5,98.4723,99,617,0,4,6,89,206,362,49,5,33587,1,79,AL
Overton ,294.45073610000003,2522,22352,22352,3,3,100.0,65,299,1,3,2,59,119,167,13,5,22075,47,133,TN
Washtenaw ,294.4331527,1323,350276,348215,12,12,100.0,1043,8519,6,159,188,690,2339,5739,441,85,354240,26,161,MI
Mille Lacs ,294.1973445,1374,26196,26146,3,3,100.0,76,840,0,17,11,48,195,592,53,3,25833,27,95,MN
Lake ,294.11764710000006,2251,7964,2313,4,1,100.0,23,24,0,4,0,19,7,14,3,0,7820,41,37,OR
Colorado ,293.9475713,2595,21128,21128,4,4,90.8747,61,396,4,13,2,42,120,255,22,0,20752,48,89,TX
Grant ,293.8679553,2999,92160,86990,10,8,100.0,270,3617,5,47,48,170,907,2423,287,24,91878,53,25,WA
Carteret ,293.71365110000005,1927,68041,68041,13,11,98.441,201,2050,4,30,20,147,618,1354,78,7,68434,37,31,NC
Dooly ,293.6241611,439,14743,10421,4,2,100.0,42,168,0,1,5,36,38,125,5,0,14304,13,93,GA
Scott ,293.5663,1476,28449,22729,3,2,84.6103,83,354,1,4,17,62,153,174,27,7,28273,28,123,MS
Surry ,292.95003419999995,1997,74524,74444,8,5,99.6655,214,2266,7,15,28,164,679,1466,121,19,73050,37,171,NC
Davison ,292.58941630000004,2405,19872,19872,2,2,100.0,58,450,0,19,3,36,62,364,24,3,19823,46,35,SD
Lewis and Clark ,292.3260583,1637,64765,64765,4,3,100.0,191,1405,3,39,15,134,205,1135,65,11,65338,30,49,MT
Perry ,292.2861863,2523,7963,7963,2,2,100.0,23,107,0,1,1,21,33,66,8,1,7869,47,135,TN
Glades ,292.2442863,346,12807,12807,10,4,100.0,39,194,0,3,1,35,72,111,11,0,13345,12,43,FL
Jasper ,291.90992489999996,642,9722,9722,2,2,100.0,28,106,0,1,0,27,27,72,7,1,9592,17,79,IL
Fairfield ,291.83831539999994,312,910707,910707,24,23,100.0,2743,16303,33,485,948,1277,3214,11574,1515,65,939904,9,1,CT
Claiborne ,291.7972549,1425,9606,9606,2,2,98.6397,27,247,2,5,5,15,136,90,21,4,9253,28,21,MS
Missoula ,291.5738728,1644,110904,110904,3,3,100.0,326,3643,0,42,43,241,468,3028,147,18,111807,30,63,MT
Union ,290.90583599999997,1177,22866,22866,4,4,100.0,65,300,0,1,2,62,86,208,6,0,22344,22,111,LA
Mitchell ,290.73551749999996,494,23670,23330,5,4,100.0,67,563,0,3,12,52,119,415,29,0,23045,13,205,GA
Macomb ,290.72182069999997,1292,843036,842757,21,22,100.0,2485,18244,4,312,438,1731,3591,12722,1931,128,854769,26,99,MI
Terry ,290.3554893,2773,12865,12865,2,2,100.0,37,225,0,3,7,27,80,138,7,2,12743,48,445,TX
Carbon ,290.1353965,1617,10098,10098,4,4,100.0,30,123,0,7,0,23,24,90,9,2,10340,30,9,MT
Camp ,290.018529,2582,12593,12593,2,2,100.0,36,339,0,5,3,28,106,226,7,4,12413,48,63,TX
Perry ,289.99516669999997,165,10444,10444,2,2,100.0,30,171,0,4,1,25,37,127,7,0,10345,5,105,AR
Lake ,289.8296153,1285,11547,11547,2,2,91.6667,33,274,0,11,0,22,140,130,3,2,11386,26,85,MI
Deer Lodge ,289.4200879,1624,9364,9364,1,1,100.0,27,184,1,5,0,21,13,163,8,0,9329,30,23,MT
Custer ,289.34200219999997,2174,27925,27921,4,4,94.5209,85,510,1,12,3,69,138,331,41,1,29377,40,39,OK
Franklin ,289.3335603,2481,39942,41255,9,11,100.0,119,825,4,13,5,97,222,564,39,5,41129,47,51,TN
Grant ,289.3081761,929,8005,8005,2,2,100.0,23,112,0,0,1,22,41,63,8,2,7950,20,67,KS
Humboldt ,289.23438389999995,199,136011,136011,11,10,100.0,389,4850,2,39,130,218,1130,3212,508,48,134493,6,23,CA
Jasper ,289.1584363,2369,25435,25435,8,6,100.0,77,810,9,14,25,29,201,547,62,8,26629,45,53,SC
Polk ,289.1306478,169,20688,20688,2,2,100.0,59,587,1,9,3,46,214,360,13,8,20406,5,113,AR
Eureka ,289.017341,1770,2005,2005,1,1,100.0,6,29,0,2,0,4,14,13,2,0,2076,32,11,NV
Clark ,288.8920988,3091,36023,34831,3,4,100.0,100,275,0,0,1,99,80,177,18,4,34615,55,19,WI
Orange ,288.8772924,1884,376895,376895,41,33,96.8446,1085,8471,9,68,377,632,1361,6868,242,35,375592,36,71,NY
Iredell ,288.7239617,1960,162500,162799,7,6,99.9847,475,5148,1,31,89,354,1650,3251,247,19,164517,37,97,NC
Jerome ,288.7092476,584,22836,22836,2,2,100.0,65,345,0,13,7,45,138,186,21,6,22514,16,53,ID
Mills ,288.6680988,861,15050,15050,2,2,100.0,43,366,0,6,5,32,143,185,38,4,14896,19,129,IA
Jefferson ,288.3733124,1446,7621,6061,2,1,100.0,22,42,0,1,0,21,12,30,0,1,7629,28,63,MS
Upshur ,288.3361749,2780,37908,39245,5,5,100.0,115,1017,1,11,11,92,345,616,56,3,39884,48,459,TX
Yellowstone ,288.0087181,1668,151113,151113,3,3,100.0,444,5639,3,40,73,328,975,4176,488,25,154162,30,111,MT
Blaine ,287.7044216,1615,6611,5387,2,1,100.0,19,27,0,1,0,18,3,22,2,0,6604,30,5,MT
Crawford ,287.68699649999996,1262,14024,14024,3,3,100.0,40,228,0,11,1,28,84,136,8,2,13904,26,39,MI
Miller ,286.5812542,493,6207,6207,2,2,100.0,17,117,0,1,1,15,27,79,11,1,5932,13,201,GA
Kit Carson ,286.176434,279,8255,8255,3,3,100.0,23,106,0,4,0,19,15,84,7,0,8037,8,63,CO
Greene ,286.15452339999996,633,13804,12001,5,4,100.0,39,134,0,1,0,38,48,85,1,1,13629,17,61,IL
Allen ,285.3884423,706,359449,359449,4,4,100.0,1036,11011,24,105,469,438,2308,8185,518,64,363014,18,3,IN
Richland ,285.3575887,1654,10198,10198,2,2,100.0,32,229,0,1,2,29,50,153,26,1,11214,30,83,MT
Warren ,284.8571169,1606,32315,32315,5,5,100.0,94,818,0,5,4,85,170,619,29,5,32999,29,219,MO
Hancock ,284.4737236,2489,6793,6793,2,2,100.0,19,187,0,2,0,17,47,132,8,1,6679,47,67,TN
Elmore ,284.2945786,26,80528,80484,7,8,99.6136,230,2117,4,23,44,159,665,1367,85,14,80902,1,51,AL
Chippewa ,284.2671077,1259,38825,38825,4,4,100.0,110,615,1,17,1,91,126,462,27,5,38696,26,33,MI
Donley ,283.9295855,2615,3706,3706,1,1,100.0,10,34,0,0,0,10,12,18,4,0,3522,48,129,TX
Washington ,283.77630120000003,697,14420,11317,4,5,99.9912,41,99,0,0,1,40,30,69,0,0,14448,17,189,IL
Martinsville city,283.5332606,2969,13708,13708,2,2,100.0,39,417,1,6,7,25,77,320,20,5,13755,51,690,VA
Northampton ,283.12299049999996,1977,22110,17840,9,2,100.0,59,420,1,5,9,44,205,184,31,2,20839,37,131,NC
Lamb ,283.12159710000003,2690,14379,13393,4,3,100.0,39,383,1,1,5,32,119,246,18,4,13775,48,279,TX
Barber ,282.9997979,899,4913,4913,3,3,100.0,14,96,0,1,0,13,15,68,13,2,4947,20,7,KS
Levy ,282.51437799999997,362,40704,40704,14,8,100.0,112,958,0,18,5,89,323,590,45,1,39644,12,75,FL
Toombs ,282.33051,531,27863,23279,3,2,100.0,77,879,3,8,14,52,235,610,34,1,27273,13,279,GA
Van Buren ,282.28745610000004,1322,76189,76186,10,10,100.0,213,1633,0,50,13,150,418,1127,88,14,75455,26,159,MI
Humboldt ,282.2092956,1771,16954,16954,2,2,100.0,49,197,2,0,2,45,62,111,24,2,17363,32,13,NV
Pettis ,281.9571141,1577,42257,42257,3,3,100.0,119,1972,0,6,16,97,497,1389,86,9,42205,29,159,MO
Mingo ,281.85328189999996,3056,26564,24660,11,5,100.0,73,294,3,2,5,63,86,177,31,1,25900,54,59,WV
St. Johns ,281.4254437,380,198495,198495,13,7,100.0,590,4610,8,14,58,510,929,3514,167,4,209647,12,109,FL
Luzerne ,281.15950180000004,2309,321171,321171,55,54,100.0,900,7907,17,88,233,562,1661,5892,354,55,320103,42,79,PA
Barry ,281.119982,1502,38480,38480,9,10,100.0,100,1370,0,7,7,86,363,940,67,10,35572,29,9,MO
Broadwater ,281.0962755,1616,5792,5792,1,1,100.0,16,44,0,2,0,14,3,40,1,2,5692,30,7,MT
Greene ,280.762002,140,42882,42882,3,3,100.0,121,1855,2,15,17,87,685,1077,93,7,43097,5,55,AR
Washington ,280.214425,392,25275,25275,12,6,100.0,69,400,0,3,4,62,100,283,17,2,24624,12,133,FL
Marion ,280.2136217,47,31509,30786,8,9,99.2231,85,645,1,7,3,74,201,402,42,5,30334,1,93,AL
Yazoo ,279.7403436,1496,27946,11347,2,1,100.0,78,514,1,7,16,54,252,239,23,0,27883,28,163,MS
Scott ,279.4927415,776,24062,24062,4,4,82.2459,67,1055,2,10,8,46,274,756,25,1,23972,18,143,IN
Jasper ,279.39122119999996,472,14033,11345,2,1,100.0,38,195,0,4,0,34,75,110,10,0,13601,13,159,GA
Harford ,279.2769296,1215,248869,248869,5,5,100.0,696,4043,3,54,156,483,1020,2817,206,41,249215,24,25,MD
Glenn ,279.1696492,198,28389,28389,5,5,100.0,78,732,0,2,7,69,230,400,102,7,27940,6,21,CA
Rensselaer ,278.89293260000005,1890,160255,156736,17,9,99.9394,446,4131,9,29,130,278,964,3032,135,9,159918,36,83,NY
Warren ,278.8575292,887,46946,46913,4,6,94.6745,132,650,0,21,0,112,226,383,41,19,47336,19,181,IA
Crook ,278.64520780000004,2239,20987,20987,4,2,100.0,58,434,0,4,1,53,95,332,7,1,20815,41,13,OR
Imperial ,278.62093960000004,200,178699,170868,12,9,100.0,492,6263,3,20,111,358,2037,3508,718,28,176584,6,25,CA
Hall ,278.3267457,1710,59893,59893,3,3,100.0,169,2545,0,43,21,105,418,2037,90,17,60720,31,79,NE
Butts ,278.2415136,411,23755,23755,2,2,100.0,65,559,0,10,12,43,118,392,49,0,23361,13,35,GA
Brown ,278.09856,3086,252274,252056,8,8,100.0,708,4832,8,68,98,534,989,3685,158,15,254586,55,9,WI
Grand ,277.77777779999997,2815,9451,9451,2,2,100.0,26,302,0,5,0,21,52,228,22,1,9360,49,19,UT
Houston ,277.3757839,2497,8402,8402,2,2,100.0,23,115,0,0,1,22,35,65,15,1,8292,47,83,TN
Catron ,277.2387025,1816,3739,3739,1,1,0.0,10,73,0,1,1,9,35,32,6,0,3607,35,3,NM
Mayes ,276.933634,2203,41643,41643,5,5,88.6103,113,655,2,7,2,101,221,373,60,5,40804,40,97,OK
Pocahontas ,276.8485408,3064,8786,7724,6,2,58.3333,24,71,0,2,1,21,26,43,2,1,8669,54,75,WV
Luce ,276.837896,1290,6589,6589,2,2,100.0,18,71,0,2,1,15,24,45,2,0,6502,26,95,MI
